42.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
13:14:26.0 (278330)|USER_INFO|[EXTERNAL]|005i0000002qYvT|anton@igate.com|India Standard Time|GMT+05:30
13:14:26.0 (381104)|EXECUTION_STARTED
13:14:26.0 (385574)|CODE_UNIT_STARTED|[EXTERNAL]|0660H000004OdRk|VF: /apex/docapp
13:14:26.0 (1976600)|VF_DESERIALIZE_VIEWSTATE_BEGIN|0660H000004OdRk
13:14:26.0 (8440686)|HEAP_ALLOCATE|[72]|Bytes:3
13:14:26.0 (8504160)|HEAP_ALLOCATE|[77]|Bytes:152
13:14:26.0 (8518530)|HEAP_ALLOCATE|[342]|Bytes:408
13:14:26.0 (8530748)|HEAP_ALLOCATE|[355]|Bytes:408
13:14:26.0 (8541503)|HEAP_ALLOCATE|[467]|Bytes:48
13:14:26.0 (8565599)|HEAP_ALLOCATE|[139]|Bytes:6
13:14:26.0 (11482804)|VF_DESERIALIZE_VIEWSTATE_END
13:14:26.12 (12109109)|SYSTEM_MODE_ENTER|true
13:14:26.12 (12286677)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:38
13:14:26.12 (12310526)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:7
13:14:26.12 (12331992)|SYSTEM_METHOD_ENTRY|[1]|PageMessagesComponentController.PageMessagesComponentController()
13:14:26.12 (12337482)|STATEMENT_EXECUTE|[1]
13:14:26.13 (13202439)|SYSTEM_MODE_ENTER|true
13:14:26.13 (13257614)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
13:14:26.13 (13265882)|VARIABLE_SCOPE_BEGIN|[88]|this|ApexPage.PageMessagesComponentController|true|false
13:14:26.13 (13301812)|VARIABLE_ASSIGNMENT|[88]|this|{}|0x5e9b7cf3
13:14:26.13 (13309273)|VARIABLE_SCOPE_BEGIN|[88]|escape|Boolean|false|false
13:14:26.13 (13318794)|VARIABLE_ASSIGNMENT|[88]|escape|null
13:14:26.0 (13503467)|SYSTEM_MODE_ENTER|true
13:14:26.0 (13528282)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:14
13:14:26.0 (13535508)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:248
13:14:26.0 (13539985)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:44
13:14:26.0 (13543251)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
13:14:26.0 (13549987)|METHOD_ENTRY|[1]|01p0H000007gCe8|docappcontroller.docappcontroller()
13:14:26.0 (13555048)|STATEMENT_EXECUTE|[1]
13:14:26.0 (13558623)|STATEMENT_EXECUTE|[1]
13:14:26.0 (13560214)|STATEMENT_EXECUTE|[153]
13:14:26.0 (13564379)|METHOD_EXIT|[1]|docappcontroller
13:14:26.0 (18359723)|SYSTEM_MODE_ENTER|true
13:14:26.0 (21181968)|SYSTEM_MODE_ENTER|true
13:14:26.0 (22630491)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:40
13:14:26.0 (22646176)|VARIABLE_SCOPE_BEGIN|[98]|this|docappcontroller|true|false
13:14:26.0 (22729532)|VARIABLE_ASSIGNMENT|[98]|this|{"aptdum":"0x91f4eb0","Docdum":"0xbfaddab","Docmap":"0x3d0cd110","timewraplistInitial":"0x45d6d492"}|0x7cbe3f7d
13:14:26.0 (22746238)|STATEMENT_EXECUTE|[98]
13:14:26.0 (22749092)|STATEMENT_EXECUTE|[99]
13:14:26.0 (22755065)|HEAP_ALLOCATE|[99]|Bytes:9
13:14:26.0 (22836832)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"aptdum":"0x91f4eb0","Docdum":"0xbfaddab","Docmap":"0x3d0cd110","timewraplistInitial":"0x45d6d492"}|0x7cbe3f7d
13:14:26.0 (22920135)|HEAP_ALLOCATE|[99]|Bytes:41
13:14:26.0 (22950524)|HEAP_ALLOCATE|[99]|Bytes:50
13:14:26.0 (22979817)|USER_DEBUG|[99]|DEBUG|hello--->Doctor__c:{Speciality__c=General Surgery}
