42.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
15:10:07.0 (48420)|USER_INFO|[EXTERNAL]|005i0000002qYvT|anton@igate.com|India Standard Time|GMT+05:30
15:10:07.0 (190771)|EXECUTION_STARTED
15:10:07.0 (195993)|CODE_UNIT_STARTED|[EXTERNAL]|0660H000004OdRk|VF: /apex/docapp
15:10:07.0 (1143648)|VF_DESERIALIZE_VIEWSTATE_BEGIN|0660H000004OdRk
15:10:07.0 (6374365)|HEAP_ALLOCATE|[72]|Bytes:3
15:10:07.0 (6435304)|HEAP_ALLOCATE|[77]|Bytes:152
15:10:07.0 (6448707)|HEAP_ALLOCATE|[342]|Bytes:408
15:10:07.0 (6460449)|HEAP_ALLOCATE|[355]|Bytes:408
15:10:07.0 (6471109)|HEAP_ALLOCATE|[467]|Bytes:48
15:10:07.0 (6497823)|HEAP_ALLOCATE|[139]|Bytes:6
15:10:07.0 (7000194)|HEAP_ALLOCATE|[50]|Bytes:5
15:10:07.0 (7026837)|HEAP_ALLOCATE|[56]|Bytes:5
15:10:07.0 (7035556)|HEAP_ALLOCATE|[64]|Bytes:7
15:10:07.0 (10665122)|VF_DESERIALIZE_VIEWSTATE_END
15:10:07.11 (11275276)|SYSTEM_MODE_ENTER|true
15:10:07.11 (11421038)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:38
15:10:07.11 (11446290)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:7
15:10:07.11 (11470814)|SYSTEM_METHOD_ENTRY|[1]|PageMessagesComponentController.PageMessagesComponentController()
15:10:07.11 (11477957)|STATEMENT_EXECUTE|[1]
15:10:07.12 (12292863)|SYSTEM_MODE_ENTER|true
15:10:07.12 (12345300)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
15:10:07.12 (12353057)|VARIABLE_SCOPE_BEGIN|[88]|this|ApexPage.PageMessagesComponentController|true|false
15:10:07.12 (12403302)|VARIABLE_ASSIGNMENT|[88]|this|{}|0x41b63dcf
15:10:07.12 (12410439)|VARIABLE_SCOPE_BEGIN|[88]|escape|Boolean|false|false
15:10:07.12 (12420437)|VARIABLE_ASSIGNMENT|[88]|escape|null
15:10:07.0 (12596406)|SYSTEM_MODE_ENTER|true
15:10:07.0 (12620563)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:14
15:10:07.0 (12627708)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:248
15:10:07.0 (12631615)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:53
15:10:07.0 (12635285)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:20
15:10:07.0 (12645138)|METHOD_ENTRY|[1]|01p0H000007gCe8|docappcontroller.docappcontroller()
15:10:07.0 (12650518)|STATEMENT_EXECUTE|[1]
15:10:07.0 (12653856)|STATEMENT_EXECUTE|[1]
15:10:07.0 (12655314)|STATEMENT_EXECUTE|[201]
15:10:07.0 (12660375)|METHOD_EXIT|[1]|docappcontroller
15:10:07.0 (16192523)|SYSTEM_MODE_ENTER|true
15:10:07.0 (18061281)|SYSTEM_MODE_ENTER|true
15:10:07.0 (18214415)|SYSTEM_MODE_ENTER|true
15:10:07.0 (18478189)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:108
15:10:07.0 (18487553)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:11
15:10:07.0 (22661935)|SYSTEM_MODE_ENTER|true
15:10:07.0 (22951503)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:48
15:10:07.0 (22962848)|VARIABLE_SCOPE_BEGIN|[160]|this|docappcontroller|true|false
15:10:07.0 (23031441)|VARIABLE_ASSIGNMENT|[160]|this|{"aptdum":"0x52ccf879","Docdum":"0x5f0ee73a","Docmap":"0x563f93fa","Initialselected":5,"Selecteddoc":"a260H000001koYjQAI","SelectedtimeSlot":60,"timelist":"0x1c20bc0","timeset":"0x768c9d0b","timewraplist":"0x6f7c38fb","timewraplistInitial":"0x6f7c38fb"}|0x6857e5e0
15:10:07.0 (23046915)|STATEMENT_EXECUTE|[160]
15:10:07.0 (23049055)|STATEMENT_EXECUTE|[162]
15:10:07.0 (23064360)|HEAP_ALLOCATE|[162]|Bytes:4
15:10:07.0 (23096938)|VARIABLE_SCOPE_BEGIN|[162]|options|List<System.SelectOption>|true|false
15:10:07.0 (23120284)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
15:10:07.0 (23131406)|VARIABLE_ASSIGNMENT|[162]|options|[]|0x4336bc93
15:10:07.0 (23136973)|STATEMENT_EXECUTE|[163]
15:10:07.0 (23143902)|HEAP_ALLOCATE|[163]|Bytes:8
15:10:07.0 (23192725)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
15:10:07.0 (23248630)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"aptdum":"0x52ccf879","Docdum":"0x5f0ee73a","Docmap":"0x563f93fa","Initialselected":5,"Selecteddoc":"a260H000001koYjQAI","SelectedtimeSlot":60,"timelist":"0x1c20bc0","timeset":"0x768c9d0b","timewraplist":"0x6f7c38fb","timewraplistInitial":"0x6f7c38fb"}|0x6857e5e0
15:10:07.0 (23264895)|STATEMENT_EXECUTE|[164]
15:10:07.0 (23298213)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"aptdum":"0x52ccf879","Docdum":"0x5f0ee73a","Docmap":"0x563f93fa","Initialselected":5,"Selecteddoc":"a260H000001koYjQAI","SelectedtimeSlot":60,"timelist":"0x1c20bc0","timeset":"0x768c9d0b","timewraplist":"0x6f7c38fb","timewraplistInitial":"0x6f7c38fb"}|0x6857e5e0
15:10:07.0 (23335557)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
15:10:07.0 (23354769)|HEAP_ALLOCATE|[165]|Bytes:237
15:10:07.0 (23486290)|HEAP_ALLOCATE|[165]|Bytes:5
15:10:07.0 (23539075)|HEAP_ALLOCATE|[165]|Bytes:24
15:10:07.0 (23550189)|VARIABLE_SCOPE_BEGIN|[165]|doc|Doctor__c|true|false
15:10:07.0 (23667296)|VARIABLE_ASSIGNMENT|[165]|doc|{"Id":"a260H000001koYjQAI","Name":"doc 2","End_Time__c":68400000,"Speciality__c":"General Surgery","Start_Time__c":43200000}|0x3d97131
15:10:07.0 (23676828)|STATEMENT_EXECUTE|[165]
15:10:07.0 (23678617)|STATEMENT_EXECUTE|[166]
15:10:07.0 (23726068)|HEAP_ALLOCATE|[166]|Bytes:18
15:10:07.0 (23780106)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
15:10:07.0 (23797339)|HEAP_ALLOCATE|[165]|Bytes:5
