34.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
15:02:00.0 (287640)|USER_INFO|[EXTERNAL]|005i0000002qYvT|anton@igate.com|India Standard Time|GMT+05:30
15:02:00.0 (318741)|EXECUTION_STARTED
15:02:00.0 (323167)|CODE_UNIT_STARTED|[EXTERNAL]|01pi0000007Fbf4|test every second
15:02:00.0 (3755143)|HEAP_ALLOCATE|[72]|Bytes:3
15:02:00.0 (3800039)|HEAP_ALLOCATE|[77]|Bytes:152
15:02:00.0 (3813069)|HEAP_ALLOCATE|[342]|Bytes:408
15:02:00.0 (3825221)|HEAP_ALLOCATE|[355]|Bytes:408
15:02:00.0 (3835880)|HEAP_ALLOCATE|[467]|Bytes:48
15:02:00.0 (3885722)|HEAP_ALLOCATE|[139]|Bytes:6
15:02:00.0 (12155873)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:3
15:02:00.0 (12229678)|SYSTEM_METHOD_ENTRY|[1]|SchedulableContextImpl.SchedulableContextImpl()
15:02:00.0 (12236044)|STATEMENT_EXECUTE|[1]
15:02:00.0 (12260074)|SYSTEM_METHOD_EXIT|[1]|SchedulableContextImpl
15:02:00.0 (12267716)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
15:02:00.0 (12272518)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
15:02:00.0 (12278980)|VARIABLE_SCOPE_BEGIN|[4]|this|System.SchedulableContextImpl|true|false
15:02:00.0 (12333507)|VARIABLE_ASSIGNMENT|[4]|this|{}|0x334bd0fc
15:02:00.0 (12340904)|VARIABLE_SCOPE_BEGIN|[4]|triggerId|Id|false|false
15:02:00.0 (12432717)|VARIABLE_ASSIGNMENT|[4]|triggerId|"08e0H00002GRz58QAD"
15:02:00.0 (12554738)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:1
15:02:00.0 (12573733)|METHOD_ENTRY|[1]|01pi0000007Fbf4|accchildupdate_scheduler.accchildupdate_scheduler()
15:02:00.0 (12578860)|STATEMENT_EXECUTE|[1]
15:02:00.0 (12582498)|STATEMENT_EXECUTE|[1]
15:02:00.0 (12585757)|METHOD_EXIT|[1]|accchildupdate_scheduler
15:02:00.0 (12593791)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
15:02:00.0 (12597603)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
15:02:00.0 (12602872)|VARIABLE_SCOPE_BEGIN|[7]|this|accchildupdate_scheduler|true|false
15:02:00.0 (12628248)|VARIABLE_ASSIGNMENT|[7]|this|{"ac":"0x5227c05f","acchildlist":"0x3f8636d7"}|0x21d6a8d3
15:02:00.0 (12634672)|VARIABLE_SCOPE_BEGIN|[7]|SC|System.SchedulableContext|true|false
15:02:00.0 (12680293)|VARIABLE_ASSIGNMENT|[7]|SC|{"triggerId":"08e0H00002GRz58QAD"}|0x334bd0fc
15:02:00.0 (12690197)|STATEMENT_EXECUTE|[7]
15:02:00.0 (12691819)|STATEMENT_EXECUTE|[10]
15:02:00.0 (12707109)|HEAP_ALLOCATE|[10]|Bytes:8
15:02:00.0 (12713355)|HEAP_ALLOCATE|[10]|Bytes:2
15:02:00.0 (12724266)|METHOD_ENTRY|[1]|01pi0000007FLhx|acc_child_helper.acc_child_helper()
15:02:00.0 (12729407)|STATEMENT_EXECUTE|[1]
15:02:00.0 (12732278)|STATEMENT_EXECUTE|[1]
15:02:00.0 (12735193)|METHOD_EXIT|[1]|acc_child_helper
15:02:00.0 (12768172)|METHOD_ENTRY|[10]|01pi0000007FLhx|acc_child_helper.updateaccountsfromscheduler()
15:02:00.0 (12799910)|VARIABLE_SCOPE_BEGIN|[58]|this|acc_child_helper|true|false
15:02:00.0 (12865932)|VARIABLE_ASSIGNMENT|[58]|this|{"acc_childMap":"0x311e0b53","acc_childMap1":"0x311e0b53","acchildlist":"0x1e51dce5","accids":"0x155f2e65","aclist":"0x65cde9fa","enddate":"2017-11-30T00:00:00.000Z","numberOfDays":30,"startdate":"2016-11-01T00:00:00.000Z","todaysdate":"2017-11-29T00:00:00.000Z"}|0x5227c05f
15:02:00.0 (12876856)|STATEMENT_EXECUTE|[58]
15:02:00.0 (12878648)|STATEMENT_EXECUTE|[60]
15:02:00.0 (12882094)|HEAP_ALLOCATE|[60]|Bytes:53
15:02:00.0 (12896732)|HEAP_ALLOCATE|[60]|Bytes:4
15:02:00.0 (12927879)|HEAP_ALLOCATE|[50]|Bytes:5
15:02:00.0 (12943167)|HEAP_ALLOCATE|[56]|Bytes:5
