42.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
16:18:00.0 (281237)|USER_INFO|[EXTERNAL]|005i0000002qYvT|anton@igate.com|India Standard Time|GMT+05:30
16:18:00.0 (310556)|EXECUTION_STARTED
16:18:00.0 (316049)|CODE_UNIT_STARTED|[EXTERNAL]|0660H000004OdRk|VF: /apex/docapp
16:18:00.0 (1382945)|VF_DESERIALIZE_VIEWSTATE_BEGIN|0660H000004OdRk
16:18:00.0 (7208383)|HEAP_ALLOCATE|[72]|Bytes:3
16:18:00.0 (7272051)|HEAP_ALLOCATE|[77]|Bytes:152
16:18:00.0 (7285253)|HEAP_ALLOCATE|[342]|Bytes:408
16:18:00.0 (7297205)|HEAP_ALLOCATE|[355]|Bytes:408
16:18:00.0 (7308457)|HEAP_ALLOCATE|[467]|Bytes:48
16:18:00.0 (7362472)|HEAP_ALLOCATE|[139]|Bytes:6
16:18:00.0 (10619044)|VF_DESERIALIZE_VIEWSTATE_END
16:18:00.11 (11241795)|SYSTEM_MODE_ENTER|true
16:18:00.11 (11444346)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:38
16:18:00.11 (11467109)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:7
16:18:00.11 (11489007)|SYSTEM_METHOD_ENTRY|[1]|PageMessagesComponentController.PageMessagesComponentController()
16:18:00.11 (11495119)|STATEMENT_EXECUTE|[1]
16:18:00.12 (12392125)|SYSTEM_MODE_ENTER|true
16:18:00.12 (12448756)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
16:18:00.12 (12456529)|VARIABLE_SCOPE_BEGIN|[88]|this|ApexPage.PageMessagesComponentController|true|false
16:18:00.12 (12493775)|VARIABLE_ASSIGNMENT|[88]|this|{}|0x6e272575
16:18:00.12 (12500165)|VARIABLE_SCOPE_BEGIN|[88]|escape|Boolean|false|false
16:18:00.12 (12509983)|VARIABLE_ASSIGNMENT|[88]|escape|null
16:18:00.0 (12682400)|SYSTEM_MODE_ENTER|true
16:18:00.0 (12706040)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:14
16:18:00.0 (12713289)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:248
16:18:00.0 (12717450)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:53
16:18:00.0 (12721028)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:20
16:18:00.0 (12727844)|METHOD_ENTRY|[1]|01p0H000007gCe8|docappcontroller.docappcontroller()
16:18:00.0 (12732895)|STATEMENT_EXECUTE|[1]
16:18:00.0 (12736536)|STATEMENT_EXECUTE|[1]
16:18:00.0 (12738112)|STATEMENT_EXECUTE|[208]
16:18:00.0 (12742029)|METHOD_EXIT|[1]|docappcontroller
16:18:00.0 (19787094)|SYSTEM_MODE_ENTER|true
16:18:00.0 (22212693)|SYSTEM_MODE_ENTER|true
16:18:00.0 (23544418)|SYSTEM_MODE_ENTER|true
16:18:00.0 (23793781)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:48
16:18:00.0 (23804490)|VARIABLE_SCOPE_BEGIN|[164]|this|docappcontroller|true|false
16:18:00.0 (23872257)|VARIABLE_ASSIGNMENT|[164]|this|{"aptdum":"0x5e83f106","Docdum":"0x6d7850c5","Docmap":"0x352198b","Initialselected":0,"timewraplistInitial":"0x3b9c2857"}|0x1d87c233
16:18:00.0 (23884459)|STATEMENT_EXECUTE|[164]
16:18:00.0 (23891082)|STATEMENT_EXECUTE|[166]
16:18:00.0 (23907400)|HEAP_ALLOCATE|[166]|Bytes:4
16:18:00.0 (23939832)|VARIABLE_SCOPE_BEGIN|[166]|options|List<System.SelectOption>|true|false
16:18:00.0 (23964307)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:18:00.0 (23975769)|VARIABLE_ASSIGNMENT|[166]|options|[]|0x7ad6e5e3
16:18:00.0 (23982368)|STATEMENT_EXECUTE|[167]
16:18:00.0 (23989152)|HEAP_ALLOCATE|[167]|Bytes:8
16:18:00.0 (24036973)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:18:00.0 (24087665)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"aptdum":"0x5e83f106","Docdum":"0x6d7850c5","Docmap":"0x352198b","Initialselected":0,"timewraplistInitial":"0x3b9c2857"}|0x1d87c233
16:18:00.0 (24100681)|STATEMENT_EXECUTE|[168]
16:18:00.0 (24128069)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"aptdum":"0x5e83f106","Docdum":"0x6d7850c5","Docmap":"0x352198b","Initialselected":0,"timewraplistInitial":"0x3b9c2857"}|0x1d87c233
16:18:00.0 (24166936)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
16:18:00.0 (24181431)|HEAP_ALLOCATE|[169]|Bytes:114
16:18:00.0 (24308482)|HEAP_ALLOCATE|[169]|Bytes:5
16:18:00.0 (24356783)|HEAP_ALLOCATE|[169]|Bytes:24
16:18:00.0 (24367429)|VARIABLE_SCOPE_BEGIN|[169]|doc|Doctor__c|true|false
16:18:00.0 (24456887)|VARIABLE_ASSIGNMENT|[169]|doc|{"Id":"a260H000001koYkQAI","Name":"doc3","End_Time__c":64800000,"Speciality__c":"Neurology","Start_Time__c":14400000}|0x3fb35998
16:18:00.0 (24464695)|STATEMENT_EXECUTE|[169]
16:18:00.0 (24466719)|STATEMENT_EXECUTE|[170]
16:18:00.0 (24508101)|HEAP_ALLOCATE|[170]|Bytes:18
16:18:00.0 (24558047)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:18:00.0 (24574309)|HEAP_ALLOCATE|[169]|Bytes:5
16:18:00.0 (24586349)|VARIABLE_ASSIGNMENT|[169]|doc|null|
16:18:00.0 (24591998)|STATEMENT_EXECUTE|[176]
16:18:00.0 (24701196)|SYSTEM_MODE_ENTER|true
16:18:00.0 (25096480)|SYSTEM_MODE_ENTER|true
16:18:00.0 (25142602)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:48
16:18:00.0 (25154086)|VARIABLE_SCOPE_BEGIN|[181]|this|docappcontroller|true|false
16:18:00.0 (25207323)|VARIABLE_ASSIGNMENT|[181]|this|{"aptdum":"0x5e83f106","Docdum":"0x6d7850c5","Docmap":"0x352198b","Initialselected":0,"timewraplistInitial":"0x3b9c2857"}|0x1d87c233
16:18:00.0 (25224557)|STATEMENT_EXECUTE|[181]
16:18:00.0 (25227508)|STATEMENT_EXECUTE|[183]
16:18:00.0 (25240520)|HEAP_ALLOCATE|[183]|Bytes:4
16:18:00.0 (25374235)|VARIABLE_SCOPE_BEGIN|[183]|options|List<System.SelectOption>|true|false
16:18:00.0 (25408011)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:18:00.0 (25426021)|VARIABLE_ASSIGNMENT|[183]|options|[]|0x477f9902
16:18:00.0 (25435529)|STATEMENT_EXECUTE|[184]
16:18:00.0 (25440584)|HEAP_ALLOCATE|[184]|Bytes:79
16:18:00.0 (25462705)|HEAP_ALLOCATE|[184]|Bytes:4
16:18:00.0 (25783741)|SOQL_EXECUTE_BEGIN|[184]|Aggregations:0|SELECT Interval__c FROM Time_Interval__mdt ORDER BY Interval__c ASC NULLS FIRST
16:18:00.0 (29836332)|SOQL_EXECUTE_END|[184]|Rows:2
16:18:00.0 (29864501)|HEAP_ALLOCATE|[184]|Bytes:12
16:18:00.0 (29879873)|HEAP_ALLOCATE|[184]|Bytes:92
16:18:00.0 (29944396)|HEAP_ALLOCATE|[184]|Bytes:12
16:18:00.0 (29957965)|VARIABLE_SCOPE_BEGIN|[184]|intervals|List<Time_Interval__mdt>|true|false
16:18:00.0 (29981051)|VARIABLE_ASSIGNMENT|[184]|intervals|[{"Interval__c":"30","Id":"m030H000000bmFqQAI"},{"Interval__c":"60","Id":"m030H000000bmFvQAI"}]|0x756fd654
16:18:00.0 (30092312)|HEAP_ALLOCATE|[187]|Bytes:5
16:18:00.0 (30108706)|HEAP_ALLOCATE|[187]|Bytes:12
16:18:00.0 (30116784)|VARIABLE_SCOPE_BEGIN|[187]|i|Time_Interval__mdt|true|false
16:18:00.0 (30130185)|VARIABLE_ASSIGNMENT|[187]|i|{"Interval__c":"30","Id":"m030H000000bmFqQAI"}|0x2cc831a0
16:18:00.0 (30137319)|STATEMENT_EXECUTE|[187]
16:18:00.0 (30139366)|STATEMENT_EXECUTE|[188]
16:18:00.0 (30203009)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:18:00.0 (30218601)|HEAP_ALLOCATE|[187]|Bytes:5
16:18:00.0 (30228979)|HEAP_ALLOCATE|[187]|Bytes:12
16:18:00.0 (30234813)|VARIABLE_SCOPE_BEGIN|[187]|i|Time_Interval__mdt|true|false
16:18:00.0 (30247950)|VARIABLE_ASSIGNMENT|[187]|i|{"Interval__c":"60","Id":"m030H000000bmFvQAI"}|0x279e9f1b
16:18:00.0 (30254020)|STATEMENT_EXECUTE|[187]
16:18:00.0 (30255567)|STATEMENT_EXECUTE|[188]
16:18:00.0 (30269519)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:18:00.0 (30280756)|HEAP_ALLOCATE|[187]|Bytes:5
16:18:00.0 (30291116)|VARIABLE_ASSIGNMENT|[187]|i|null|
16:18:00.0 (30296105)|STATEMENT_EXECUTE|[196]
16:18:00.0 (30741993)|SYSTEM_MODE_ENTER|true
16:18:00.31 (31345086)|SYSTEM_MODE_ENTER|true
16:18:00.31 (31401242)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
16:18:00.31 (31409198)|VARIABLE_SCOPE_BEGIN|[88]|this|ApexPage.PageMessagesComponentController|true|false
16:18:00.31 (31432685)|VARIABLE_ASSIGNMENT|[88]|this|{}|0x6e272575
16:18:00.31 (31438763)|VARIABLE_SCOPE_BEGIN|[88]|escape|Boolean|false|false
16:18:00.31 (31447426)|VARIABLE_ASSIGNMENT|[88]|escape|null
16:18:00.0 (31654642)|SYSTEM_MODE_ENTER|true
16:18:00.0 (31682010)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:18
16:18:00.0 (31687536)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:48
16:18:00.0 (31706030)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this.Selecteddoc|"a260H000001koYkQAI"|0x1d87c233
16:18:00.0 (31753996)|SYSTEM_MODE_ENTER|true
16:18:00.0 (31911800)|SYSTEM_MODE_ENTER|true
16:18:00.0 (31951875)|SYSTEM_MODE_ENTER|true
16:18:00.0 (31968663)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
16:18:00.0 (31973311)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:48
16:18:00.0 (31982355)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this.SelectedtimeSlot|30|0x1d87c233
16:18:00.0 (32017248)|SYSTEM_MODE_ENTER|true
16:18:00.0 (32222307)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:48
16:18:00.0 (32235924)|VARIABLE_SCOPE_BEGIN|[62]|this|docappcontroller|true|false
16:18:00.0 (32274341)|VARIABLE_ASSIGNMENT|[62]|this|{"aptdum":"0x5e83f106","Docdum":"0x6d7850c5","Docmap":"0x352198b","Initialselected":0,"Selecteddoc":"a260H000001koYkQAI","SelectedtimeSlot":30,"timewraplistInitial":"0x3b9c2857"}|0x1d87c233
16:18:00.0 (32285238)|STATEMENT_EXECUTE|[62]
16:18:00.0 (32287263)|STATEMENT_EXECUTE|[64]
16:18:00.0 (32329871)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"aptdum":"0x5e83f106","Docdum":"0x6d7850c5","Docmap":"0x352198b","Initialselected":0,"Selecteddoc":"a260H000001koYkQAI","SelectedtimeSlot":30,"timewraplistInitial":"0x3b9c2857"}|0x1d87c233
16:18:00.0 (32361674)|USER_DEBUG|[64]|DEBUG|a260H000001koYkQAI
16:18:00.0 (32398038)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"aptdum":"0x5e83f106","Docdum":"0x6d7850c5","Docmap":"0x352198b","Initialselected":0,"Selecteddoc":"a260H000001koYkQAI","SelectedtimeSlot":30,"timewraplistInitial":"0x3b9c2857"}|0x1d87c233
16:18:00.0 (32428637)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"aptdum":"0x5e83f106","Docdum":"0x6d7850c5","Docmap":"0x352198b","Initialselected":0,"Selecteddoc":"a260H000001koYkQAI","SelectedtimeSlot":30,"timewraplistInitial":"0x3b9c2857"}|0x1d87c233
16:18:00.0 (32459971)|STATEMENT_EXECUTE|[67]
16:18:00.0 (32461871)|STATEMENT_EXECUTE|[68]
16:18:00.0 (32489522)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"aptdum":"0x5e83f106","Docdum":"0x6d7850c5","Docmap":"0x352198b","Initialselected":0,"Selecteddoc":"a260H000001koYkQAI","SelectedtimeSlot":30,"timewraplistInitial":"0x3b9c2857"}|0x1d87c233
16:18:00.0 (32517898)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"aptdum":"0x5e83f106","Docdum":"0x6d7850c5","Docmap":"0x352198b","Initialselected":0,"Selecteddoc":"a260H000001koYkQAI","SelectedtimeSlot":30,"timewraplistInitial":"0x3b9c2857"}|0x1d87c233
16:18:00.0 (32543841)|VARIABLE_SCOPE_BEGIN|[68]|d|Doctor__c|true|false
16:18:00.0 (32562313)|VARIABLE_ASSIGNMENT|[68]|d|{"Id":"a260H000001koYkQAI","Name":"doc3","End_Time__c":64800000,"Speciality__c":"Neurology","Start_Time__c":14400000}|0x3fb35998
16:18:00.0 (32568563)|STATEMENT_EXECUTE|[69]
16:18:00.0 (32602931)|HEAP_ALLOCATE|[69]|Bytes:4
16:18:00.0 (32645024)|HEAP_ALLOCATE|[69]|Bytes:150
16:18:00.0 (32658009)|HEAP_ALLOCATE|[69]|Bytes:4
16:18:00.0 (32664055)|HEAP_ALLOCATE|[69]|Bytes:7
16:18:00.0 (32695425)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"aptdum":"0x5e83f106","Docdum":"0x6d7850c5","Docmap":"0x352198b","Initialselected":0,"Selecteddoc":"a260H000001koYkQAI","SelectedtimeSlot":30,"timewraplistInitial":"0x3b9c2857"}|0x1d87c233
16:18:00.0 (32714278)|HEAP_ALLOCATE|[69]|Bytes:7
16:18:00.0 (32742661)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"aptdum":"0x5e83f106","Docdum":"0x6d7850c5","Docmap":"0x352198b","Initialselected":0,"Selecteddoc":"a260H000001koYkQAI","SelectedtimeSlot":30,"timewraplistInitial":"0x3b9c2857"}|0x1d87c233
16:18:00.0 (33054861)|SOQL_EXECUTE_BEGIN|[69]|Aggregations:0|SELECT Id, Name, Doctor__c, Patient__c, End_Time__c, Start_Time__c FROM Appointment__c WHERE (Doctor__c = :tmpVar1 AND Appointment_Date__c = :tmpVar2)
16:18:00.0 (47466261)|SOQL_EXECUTE_END|[69]|Rows:0
16:18:00.0 (47489300)|HEAP_ALLOCATE|[69]|Bytes:4
16:18:00.0 (47499207)|HEAP_ALLOCATE|[69]|Bytes:0
16:18:00.0 (47527005)|HEAP_ALLOCATE|[69]|Bytes:4
16:18:00.0 (47548509)|HEAP_ALLOCATE|[69]|Bytes:0
16:18:00.0 (47557315)|VARIABLE_SCOPE_BEGIN|[69]|aptlist|List<Appointment__c>|true|false
16:18:00.0 (47566975)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:18:00.0 (47575455)|VARIABLE_ASSIGNMENT|[69]|aptlist|[]|0x50e5469f
16:18:00.0 (47581616)|STATEMENT_EXECUTE|[70]
16:18:00.0 (47604132)|HEAP_ALLOCATE|[70]|Bytes:4
16:18:00.0 (47656352)|VARIABLE_ASSIGNMENT|[70]|this.timeset|[]|0x1d87c233
16:18:00.0 (47730884)|HEAP_ALLOCATE|[71]|Bytes:5
16:18:00.0 (47745638)|VARIABLE_ASSIGNMENT|[71]|apt|null|
16:18:00.0 (47750832)|STATEMENT_EXECUTE|[71]
16:18:00.0 (47752954)|STATEMENT_EXECUTE|[93]
16:18:00.0 (47819848)|HEAP_ALLOCATE|[93]|Bytes:4
16:18:00.0 (47905851)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"aptdum":"0x5e83f106","Docdum":"0x6d7850c5","Docmap":"0x352198b","Initialselected":0,"Selecteddoc":"a260H000001koYkQAI","SelectedtimeSlot":30,"timeset":"0x1d9be8c1","timewraplistInitial":"0x3b9c2857"}|0x1d87c233
