42.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
13:38:31.0 (271791)|USER_INFO|[EXTERNAL]|005i0000002qYvT|anton@igate.com|India Standard Time|GMT+05:30
13:38:31.0 (409953)|EXECUTION_STARTED
13:38:31.0 (414618)|CODE_UNIT_STARTED|[EXTERNAL]|0660H000004OdRk|VF: /apex/docapp
13:38:31.0 (2081598)|VF_DESERIALIZE_VIEWSTATE_BEGIN|0660H000004OdRk
13:38:31.0 (7472784)|HEAP_ALLOCATE|[72]|Bytes:3
13:38:31.0 (7533812)|HEAP_ALLOCATE|[77]|Bytes:152
13:38:31.0 (7547507)|HEAP_ALLOCATE|[342]|Bytes:408
13:38:31.0 (7560039)|HEAP_ALLOCATE|[355]|Bytes:408
13:38:31.0 (7571344)|HEAP_ALLOCATE|[467]|Bytes:48
13:38:31.0 (7623925)|HEAP_ALLOCATE|[139]|Bytes:6
13:38:31.0 (10569795)|VF_DESERIALIZE_VIEWSTATE_END
13:38:31.11 (11199070)|SYSTEM_MODE_ENTER|true
13:38:31.11 (11376219)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:38
13:38:31.11 (11405423)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:7
13:38:31.11 (11430854)|SYSTEM_METHOD_ENTRY|[1]|PageMessagesComponentController.PageMessagesComponentController()
13:38:31.11 (11437543)|STATEMENT_EXECUTE|[1]
13:38:31.12 (12360348)|SYSTEM_MODE_ENTER|true
13:38:31.12 (12419468)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
13:38:31.12 (12428211)|VARIABLE_SCOPE_BEGIN|[88]|this|ApexPage.PageMessagesComponentController|true|false
13:38:31.12 (12476186)|VARIABLE_ASSIGNMENT|[88]|this|{}|0x42cb9cb7
13:38:31.12 (12483429)|VARIABLE_SCOPE_BEGIN|[88]|escape|Boolean|false|false
13:38:31.12 (12492944)|VARIABLE_ASSIGNMENT|[88]|escape|null
13:38:31.0 (12660802)|SYSTEM_MODE_ENTER|true
13:38:31.0 (12683384)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:14
13:38:31.0 (12690752)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:248
13:38:31.0 (12694965)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:53
13:38:31.0 (12698436)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:13
13:38:31.0 (12707303)|METHOD_ENTRY|[1]|01p0H000007gCe8|docappcontroller.docappcontroller()
13:38:31.0 (12713689)|STATEMENT_EXECUTE|[1]
13:38:31.0 (12717605)|STATEMENT_EXECUTE|[1]
13:38:31.0 (12719173)|STATEMENT_EXECUTE|[174]
13:38:31.0 (12724271)|METHOD_EXIT|[1]|docappcontroller
13:38:31.0 (17188612)|SYSTEM_MODE_ENTER|true
13:38:31.0 (19353023)|SYSTEM_MODE_ENTER|true
13:38:31.0 (20394731)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:44
13:38:31.0 (20407483)|VARIABLE_SCOPE_BEGIN|[119]|this|docappcontroller|true|false
13:38:31.0 (20485615)|VARIABLE_ASSIGNMENT|[119]|this|{"aptdum":"0x510ab1f3","Docdum":"0x54b2846","Docmap":"0x2fb79625","Initialselected":0,"timewraplistInitial":"0x6ae41c40"}|0x7d5ddd80
13:38:31.0 (20498666)|STATEMENT_EXECUTE|[119]
13:38:31.0 (20500973)|STATEMENT_EXECUTE|[120]
13:38:31.0 (20506311)|HEAP_ALLOCATE|[120]|Bytes:9
13:38:31.0 (20560886)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"aptdum":"0x510ab1f3","Docdum":"0x54b2846","Docmap":"0x2fb79625","Initialselected":0,"timewraplistInitial":"0x6ae41c40"}|0x7d5ddd80
13:38:31.0 (20625799)|HEAP_ALLOCATE|[120]|Bytes:41
13:38:31.0 (20646343)|HEAP_ALLOCATE|[120]|Bytes:50
13:38:31.0 (20669979)|USER_DEBUG|[120]|DEBUG|hello--->Doctor__c:{Speciality__c=General Surgery}
13:38:31.0 (20713417)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"aptdum":"0x510ab1f3","Docdum":"0x54b2846","Docmap":"0x2fb79625","Initialselected":0,"timewraplistInitial":"0x6ae41c40"}|0x7d5ddd80
13:38:31.0 (20744216)|STATEMENT_EXECUTE|[121]
13:38:31.0 (20746501)|STATEMENT_EXECUTE|[122]
13:38:31.0 (20770332)|HEAP_ALLOCATE|[122]|Bytes:4
13:38:31.0 (20776777)|HEAP_ALLOCATE|[122]|Bytes:104
13:38:31.0 (20786933)|HEAP_ALLOCATE|[122]|Bytes:4
13:38:31.0 (20798648)|HEAP_ALLOCATE|[122]|Bytes:7
13:38:31.0 (20835984)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"aptdum":"0x510ab1f3","Docdum":"0x54b2846","Docmap":"0x2fb79625","Initialselected":0,"timewraplistInitial":"0x6ae41c40"}|0x7d5ddd80
13:38:31.0 (21049402)|SOQL_EXECUTE_BEGIN|[122]|Aggregations:0|SELECT Id, Name, End_Time__c, Speciality__c, Start_Time__c FROM Doctor__c WHERE Speciality__c = :tmpVar1
13:38:31.0 (24572015)|SOQL_EXECUTE_END|[122]|Rows:2
13:38:31.0 (24593755)|HEAP_ALLOCATE|[122]|Bytes:12
13:38:31.0 (24614987)|HEAP_ALLOCATE|[122]|Bytes:227
13:38:31.0 (24643052)|HEAP_ALLOCATE|[122]|Bytes:12
13:38:31.0 (24681466)|HEAP_ALLOCATE|[122]|Bytes:24
13:38:31.0 (24692271)|HEAP_ALLOCATE|[122]|Bytes:4
13:38:31.0 (24698221)|HEAP_ALLOCATE|[122]|Bytes:24
13:38:31.0 (24702691)|HEAP_ALLOCATE|[122]|Bytes:4
13:38:31.0 (24757746)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"aptdum":"0x510ab1f3","Docdum":"0x54b2846","Docmap":"0x2fb79625","Initialselected":0,"timewraplistInitial":"0x6ae41c40"}|0x7d5ddd80
13:38:31.0 (24868461)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|{"a260H000001koYjQAI":{"Id":"a260H000001koYjQAI","Name":"doc 2","End_Time__c":68400000,"Speciality__c":"General Surgery","Start_Time__c":43200000},"a260H000001koYeQAI":{"Id":"a260H000001koYeQAI","Name":"Doc1","End_Time__c":64800000,"Speciality__c":"General Surgery","Start_Time__c":32400000}}|0x3967e99d
