42.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
13:46:20.0 (58524)|USER_INFO|[EXTERNAL]|005i0000002qYvT|anton@igate.com|India Standard Time|GMT+05:30
13:46:20.0 (206172)|EXECUTION_STARTED
13:46:20.0 (210461)|CODE_UNIT_STARTED|[EXTERNAL]|0660H000004OdRk|VF: /apex/docapp
13:46:20.0 (1272997)|VF_DESERIALIZE_VIEWSTATE_BEGIN|0660H000004OdRk
13:46:20.0 (6733531)|HEAP_ALLOCATE|[72]|Bytes:3
13:46:20.0 (6789344)|HEAP_ALLOCATE|[77]|Bytes:152
13:46:20.0 (6801551)|HEAP_ALLOCATE|[342]|Bytes:408
13:46:20.0 (6813484)|HEAP_ALLOCATE|[355]|Bytes:408
13:46:20.0 (6825464)|HEAP_ALLOCATE|[467]|Bytes:48
13:46:20.0 (6875849)|HEAP_ALLOCATE|[139]|Bytes:6
13:46:20.0 (9540178)|VF_DESERIALIZE_VIEWSTATE_END
13:46:20.10 (10197664)|SYSTEM_MODE_ENTER|true
13:46:20.10 (10351836)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:38
13:46:20.10 (10378170)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:7
13:46:20.10 (10404238)|SYSTEM_METHOD_ENTRY|[1]|PageMessagesComponentController.PageMessagesComponentController()
13:46:20.10 (10411193)|STATEMENT_EXECUTE|[1]
13:46:20.11 (11290075)|SYSTEM_MODE_ENTER|true
13:46:20.11 (11343525)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
13:46:20.11 (11354679)|VARIABLE_SCOPE_BEGIN|[88]|this|ApexPage.PageMessagesComponentController|true|false
13:46:20.11 (11410901)|VARIABLE_ASSIGNMENT|[88]|this|{}|0x16ac9c8b
13:46:20.11 (11419070)|VARIABLE_SCOPE_BEGIN|[88]|escape|Boolean|false|false
13:46:20.11 (11429114)|VARIABLE_ASSIGNMENT|[88]|escape|null
13:46:20.0 (11612375)|SYSTEM_MODE_ENTER|true
13:46:20.0 (11636361)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:14
13:46:20.0 (11644277)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:248
13:46:20.0 (11648418)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:53
13:46:20.0 (11651674)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:13
13:46:20.0 (11661184)|METHOD_ENTRY|[1]|01p0H000007gCe8|docappcontroller.docappcontroller()
13:46:20.0 (11667057)|STATEMENT_EXECUTE|[1]
13:46:20.0 (11670341)|STATEMENT_EXECUTE|[1]
13:46:20.0 (11671909)|STATEMENT_EXECUTE|[174]
13:46:20.0 (11676820)|METHOD_EXIT|[1]|docappcontroller
13:46:20.0 (12870896)|SYSTEM_MODE_ENTER|true
13:46:20.0 (13554164)|SYSTEM_MODE_ENTER|true
13:46:20.0 (14632948)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:44
13:46:20.0 (14645916)|VARIABLE_SCOPE_BEGIN|[119]|this|docappcontroller|true|false
13:46:20.0 (14703144)|VARIABLE_ASSIGNMENT|[119]|this|{"aptdum":"0x6843559b","Docdum":"0x486a0f7d","Initialselected":0,"timewraplistInitial":"0x67310d12"}|0x59cd0a72
13:46:20.0 (14714972)|STATEMENT_EXECUTE|[119]
13:46:20.0 (14717130)|STATEMENT_EXECUTE|[120]
13:46:20.0 (14720894)|HEAP_ALLOCATE|[120]|Bytes:9
13:46:20.0 (14767803)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"aptdum":"0x6843559b","Docdum":"0x486a0f7d","Initialselected":0,"timewraplistInitial":"0x67310d12"}|0x59cd0a72
13:46:20.0 (14828006)|HEAP_ALLOCATE|[120]|Bytes:41
13:46:20.0 (14848562)|HEAP_ALLOCATE|[120]|Bytes:50
13:46:20.0 (14867112)|USER_DEBUG|[120]|DEBUG|hello--->Doctor__c:{Speciality__c=General Surgery}
13:46:20.0 (14909015)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"aptdum":"0x6843559b","Docdum":"0x486a0f7d","Initialselected":0,"timewraplistInitial":"0x67310d12"}|0x59cd0a72
13:46:20.0 (14937373)|STATEMENT_EXECUTE|[121]
13:46:20.0 (14939762)|STATEMENT_EXECUTE|[122]
13:46:20.0 (14960895)|HEAP_ALLOCATE|[122]|Bytes:4
13:46:20.0 (14967617)|HEAP_ALLOCATE|[122]|Bytes:104
13:46:20.0 (14977688)|HEAP_ALLOCATE|[122]|Bytes:4
13:46:20.0 (14988058)|HEAP_ALLOCATE|[122]|Bytes:7
13:46:20.0 (15020691)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"aptdum":"0x6843559b","Docdum":"0x486a0f7d","Initialselected":0,"timewraplistInitial":"0x67310d12"}|0x59cd0a72
13:46:20.0 (15252797)|SOQL_EXECUTE_BEGIN|[122]|Aggregations:0|SELECT Id, Name, End_Time__c, Speciality__c, Start_Time__c FROM Doctor__c WHERE Speciality__c = :tmpVar1
13:46:20.0 (19734231)|SOQL_EXECUTE_END|[122]|Rows:2
13:46:20.0 (19754687)|HEAP_ALLOCATE|[122]|Bytes:12
13:46:20.0 (19774026)|HEAP_ALLOCATE|[122]|Bytes:227
13:46:20.0 (19803411)|HEAP_ALLOCATE|[122]|Bytes:12
13:46:20.0 (19832557)|HEAP_ALLOCATE|[122]|Bytes:24
13:46:20.0 (19843170)|HEAP_ALLOCATE|[122]|Bytes:4
13:46:20.0 (19848469)|HEAP_ALLOCATE|[122]|Bytes:24
13:46:20.0 (19853053)|HEAP_ALLOCATE|[122]|Bytes:4
13:46:20.0 (19902329)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"aptdum":"0x6843559b","Docdum":"0x486a0f7d","Initialselected":0,"timewraplistInitial":"0x67310d12"}|0x59cd0a72
13:46:20.0 (20020095)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|{"a260H000001koYjQAI":{"Id":"a260H000001koYjQAI","Name":"doc 2","End_Time__c":68400000,"Speciality__c":"General Surgery","Start_Time__c":43200000},"a260H000001koYeQAI":{"Id":"a260H000001koYeQAI","Name":"Doc1","End_Time__c":64800000,"Speciality__c":"General Surgery","Start_Time__c":32400000}}|0x1f9e46e9
13:46:20.0 (20053623)|VARIABLE_ASSIGNMENT|[109]|this.Docmap|{"a260H000001koYjQAI":{"Id":"a260H000001koYjQAI","Name":"doc 2","End_Time__c":68400000,"Speciality__c":"General Surgery","Start_Time__c":43200000},"a260H000001koYeQAI":{"Id":"a260H000001koYeQAI","Name":"Doc1","End_Time__c":64800000,"Speciality__c":"General Surgery","Start_Time__c":32400000}}|0x59cd0a72
13:46:20.0 (20068927)|STATEMENT_EXECUTE|[125]
13:46:20.0 (20112857)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"aptdum":"0x6843559b","Docdum":"0x486a0f7d","Docmap":"0x1f9e46e9","Initialselected":0,"timewraplistInitial":"0x67310d12"}|0x59cd0a72
13:46:20.0 (20194911)|USER_DEBUG|[125]|DEBUG|{a260H000001koYeQAI=Doctor__c:{Id=a260H000001koYeQAI, Name=Doc1, End_Time__c=18:00:00.000Z, Speciality__c=General Surgery, Start_Time__c=09:00:00.000Z}, a260H000001koYjQAI=Doctor__c:{Id=a260H000001koYjQAI, Name=doc 2, End_Time__c=19:00:00.000Z, Speciality__c=General Surgery, Start_Time__c=12:00:00.000Z}}
13:46:20.0 (20207657)|STATEMENT_EXECUTE|[128]
13:46:20.23 (23620756)|SYSTEM_MODE_ENTER|true
13:46:20.23 (23677810)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
13:46:20.23 (23688465)|VARIABLE_SCOPE_BEGIN|[88]|this|ApexPage.PageMessagesComponentController|true|false
13:46:20.23 (23712862)|VARIABLE_ASSIGNMENT|[88]|this|{}|0x16ac9c8b
13:46:20.23 (23719633)|VARIABLE_SCOPE_BEGIN|[88]|escape|Boolean|false|false
