42.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
16:14:37.0 (353795)|USER_INFO|[EXTERNAL]|005i0000002qYvT|anton@igate.com|India Standard Time|GMT+05:30
16:14:37.0 (388837)|EXECUTION_STARTED
16:14:37.0 (394869)|CODE_UNIT_STARTED|[EXTERNAL]|0660H000004OdRk|VF: /apex/docapp
16:14:37.0 (1571490)|VF_DESERIALIZE_VIEWSTATE_BEGIN|0660H000004OdRk
16:14:37.0 (6993749)|HEAP_ALLOCATE|[72]|Bytes:3
16:14:37.0 (7053511)|HEAP_ALLOCATE|[77]|Bytes:152
16:14:37.0 (7067074)|HEAP_ALLOCATE|[342]|Bytes:408
16:14:37.0 (7079117)|HEAP_ALLOCATE|[355]|Bytes:408
16:14:37.0 (7090192)|HEAP_ALLOCATE|[467]|Bytes:48
16:14:37.0 (7115921)|HEAP_ALLOCATE|[139]|Bytes:6
16:14:37.0 (9677869)|VF_DESERIALIZE_VIEWSTATE_END
16:14:37.10 (10322520)|SYSTEM_MODE_ENTER|true
16:14:37.10 (10395036)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:38
16:14:37.10 (10424107)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:7
16:14:37.10 (10442525)|SYSTEM_METHOD_ENTRY|[1]|PageMessagesComponentController.PageMessagesComponentController()
16:14:37.10 (10449046)|STATEMENT_EXECUTE|[1]
16:14:37.11 (11296026)|SYSTEM_MODE_ENTER|true
16:14:37.11 (11346811)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
16:14:37.11 (11354653)|VARIABLE_SCOPE_BEGIN|[88]|this|ApexPage.PageMessagesComponentController|true|false
16:14:37.11 (11392711)|VARIABLE_ASSIGNMENT|[88]|this|{}|0x62446314
16:14:37.11 (11399348)|VARIABLE_SCOPE_BEGIN|[88]|escape|Boolean|false|false
16:14:37.11 (11408198)|VARIABLE_ASSIGNMENT|[88]|escape|null
16:14:37.0 (11565564)|SYSTEM_MODE_ENTER|true
16:14:37.0 (11590157)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:14
16:14:37.0 (11596978)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:248
16:14:37.0 (11600638)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:53
16:14:37.0 (11603829)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:20
16:14:37.0 (11610203)|METHOD_ENTRY|[1]|01p0H000007gCe8|docappcontroller.docappcontroller()
16:14:37.0 (11615001)|STATEMENT_EXECUTE|[1]
16:14:37.0 (11618491)|STATEMENT_EXECUTE|[1]
16:14:37.0 (11620066)|STATEMENT_EXECUTE|[208]
16:14:37.0 (11624258)|METHOD_EXIT|[1]|docappcontroller
16:14:37.0 (14571825)|SYSTEM_MODE_ENTER|true
16:14:37.0 (16580833)|SYSTEM_MODE_ENTER|true
16:14:37.0 (17589610)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:48
16:14:37.0 (17600623)|VARIABLE_SCOPE_BEGIN|[150]|this|docappcontroller|true|false
16:14:37.0 (17658309)|VARIABLE_ASSIGNMENT|[150]|this|{"aptdum":"0x4b656b49","Docdum":"0x57ae622","Initialselected":0,"timewraplistInitial":"0x61e16f7b"}|0xf200b09
16:14:37.0 (17669278)|STATEMENT_EXECUTE|[150]
16:14:37.0 (17671213)|STATEMENT_EXECUTE|[151]
16:14:37.0 (17675891)|HEAP_ALLOCATE|[151]|Bytes:9
16:14:37.0 (17722777)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"aptdum":"0x4b656b49","Docdum":"0x57ae622","Initialselected":0,"timewraplistInitial":"0x61e16f7b"}|0xf200b09
16:14:37.0 (17789081)|HEAP_ALLOCATE|[151]|Bytes:41
16:14:37.0 (17812141)|HEAP_ALLOCATE|[151]|Bytes:50
16:14:37.0 (17831555)|USER_DEBUG|[151]|DEBUG|hello--->Doctor__c:{Speciality__c=General Surgery}
16:14:37.0 (17871123)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"aptdum":"0x4b656b49","Docdum":"0x57ae622","Initialselected":0,"timewraplistInitial":"0x61e16f7b"}|0xf200b09
16:14:37.0 (17903063)|STATEMENT_EXECUTE|[152]
16:14:37.0 (17905089)|STATEMENT_EXECUTE|[153]
16:14:37.0 (17926552)|HEAP_ALLOCATE|[153]|Bytes:4
16:14:37.0 (17932352)|HEAP_ALLOCATE|[153]|Bytes:104
16:14:37.0 (17942409)|HEAP_ALLOCATE|[153]|Bytes:4
16:14:37.0 (17952096)|HEAP_ALLOCATE|[153]|Bytes:7
16:14:37.0 (17984484)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"aptdum":"0x4b656b49","Docdum":"0x57ae622","Initialselected":0,"timewraplistInitial":"0x61e16f7b"}|0xf200b09
