34.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
14:02:00.0 (382153)|USER_INFO|[EXTERNAL]|005i0000002qYvT|anton@igate.com|India Standard Time|GMT+05:30
14:02:00.0 (433903)|EXECUTION_STARTED
14:02:00.0 (440586)|CODE_UNIT_STARTED|[EXTERNAL]|01pi0000007Fbf4|test every second
14:02:00.0 (4944353)|HEAP_ALLOCATE|[72]|Bytes:3
14:02:00.0 (5025922)|HEAP_ALLOCATE|[77]|Bytes:152
14:02:00.0 (5054451)|HEAP_ALLOCATE|[342]|Bytes:408
14:02:00.0 (5083257)|HEAP_ALLOCATE|[355]|Bytes:408
14:02:00.0 (5104898)|HEAP_ALLOCATE|[467]|Bytes:48
14:02:00.0 (5143261)|HEAP_ALLOCATE|[139]|Bytes:6
14:02:00.0 (17478918)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:3
14:02:00.0 (17552950)|SYSTEM_METHOD_ENTRY|[1]|SchedulableContextImpl.SchedulableContextImpl()
14:02:00.0 (17563352)|STATEMENT_EXECUTE|[1]
14:02:00.0 (17588802)|SYSTEM_METHOD_EXIT|[1]|SchedulableContextImpl
14:02:00.0 (17599863)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
14:02:00.0 (17607455)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:02:00.0 (17616525)|VARIABLE_SCOPE_BEGIN|[4]|this|System.SchedulableContextImpl|true|false
14:02:00.0 (17918100)|VARIABLE_ASSIGNMENT|[4]|this|{}|0x30301d30
14:02:00.0 (17929925)|VARIABLE_SCOPE_BEGIN|[4]|triggerId|Id|false|false
14:02:00.0 (18042108)|VARIABLE_ASSIGNMENT|[4]|triggerId|"08e0H00002GRz58QAD"
14:02:00.0 (18212672)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:1
14:02:00.0 (18229258)|METHOD_ENTRY|[1]|01pi0000007Fbf4|accchildupdate_scheduler.accchildupdate_scheduler()
14:02:00.0 (18237585)|STATEMENT_EXECUTE|[1]
14:02:00.0 (18241784)|STATEMENT_EXECUTE|[1]
14:02:00.0 (18246966)|METHOD_EXIT|[1]|accchildupdate_scheduler
14:02:00.0 (18259508)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
14:02:00.0 (18265608)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
14:02:00.0 (18273500)|VARIABLE_SCOPE_BEGIN|[7]|this|accchildupdate_scheduler|true|false
14:02:00.0 (18310957)|VARIABLE_ASSIGNMENT|[7]|this|{"ac":"0x26f314bd","acchildlist":"0x169a54ce"}|0x3f44995e
14:02:00.0 (18321724)|VARIABLE_SCOPE_BEGIN|[7]|SC|System.SchedulableContext|true|false
14:02:00.0 (18388245)|VARIABLE_ASSIGNMENT|[7]|SC|{"triggerId":"08e0H00002GRz58QAD"}|0x30301d30
14:02:00.0 (18404083)|STATEMENT_EXECUTE|[7]
14:02:00.0 (18406666)|STATEMENT_EXECUTE|[10]
14:02:00.0 (18425367)|HEAP_ALLOCATE|[10]|Bytes:8
14:02:00.0 (18435727)|HEAP_ALLOCATE|[10]|Bytes:2
14:02:00.0 (18450476)|METHOD_ENTRY|[1]|01pi0000007FLhx|acc_child_helper.acc_child_helper()
14:02:00.0 (18457242)|STATEMENT_EXECUTE|[1]
14:02:00.0 (18461049)|STATEMENT_EXECUTE|[1]
14:02:00.0 (18465897)|METHOD_EXIT|[1]|acc_child_helper
