34.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
14:00:00.0 (436127)|USER_INFO|[EXTERNAL]|005i0000002qYvT|anton@igate.com|India Standard Time|GMT+05:30
14:00:00.0 (478176)|EXECUTION_STARTED
14:00:00.0 (482850)|CODE_UNIT_STARTED|[EXTERNAL]|01pi0000007Fbf4|test every second new
14:00:00.0 (4392816)|HEAP_ALLOCATE|[72]|Bytes:3
14:00:00.0 (4454208)|HEAP_ALLOCATE|[77]|Bytes:152
14:00:00.0 (4471027)|HEAP_ALLOCATE|[342]|Bytes:408
14:00:00.0 (4483039)|HEAP_ALLOCATE|[355]|Bytes:408
14:00:00.0 (4494818)|HEAP_ALLOCATE|[467]|Bytes:48
14:00:00.0 (4519930)|HEAP_ALLOCATE|[139]|Bytes:6
14:00:00.0 (26390501)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:3
14:00:00.0 (26463153)|SYSTEM_METHOD_ENTRY|[1]|SchedulableContextImpl.SchedulableContextImpl()
14:00:00.0 (26471048)|STATEMENT_EXECUTE|[1]
14:00:00.0 (26493126)|SYSTEM_METHOD_EXIT|[1]|SchedulableContextImpl
14:00:00.0 (26501642)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
14:00:00.0 (26507218)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:00:00.0 (26513513)|VARIABLE_SCOPE_BEGIN|[4]|this|System.SchedulableContextImpl|true|false
14:00:00.0 (26569250)|VARIABLE_ASSIGNMENT|[4]|this|{}|0x25b008d8
14:00:00.0 (26577411)|VARIABLE_SCOPE_BEGIN|[4]|triggerId|Id|false|false
14:00:00.0 (26667538)|VARIABLE_ASSIGNMENT|[4]|triggerId|"08e0H00002GRz7EQAT"
14:00:00.0 (26814992)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:1
14:00:00.0 (26828531)|METHOD_ENTRY|[1]|01pi0000007Fbf4|accchildupdate_scheduler.accchildupdate_scheduler()
14:00:00.0 (26834539)|STATEMENT_EXECUTE|[1]
14:00:00.0 (26838047)|STATEMENT_EXECUTE|[1]
14:00:00.0 (26842131)|METHOD_EXIT|[1]|accchildupdate_scheduler
14:00:00.0 (26853098)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
14:00:00.0 (26857098)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
14:00:00.0 (26862287)|VARIABLE_SCOPE_BEGIN|[7]|this|accchildupdate_scheduler|true|false
14:00:00.0 (26892146)|VARIABLE_ASSIGNMENT|[7]|this|{"ac":"0x7e6af24f","acchildlist":"0x5bb9c392"}|0x7354e988
14:00:00.0 (26898927)|VARIABLE_SCOPE_BEGIN|[7]|SC|System.SchedulableContext|true|false
14:00:00.0 (26945437)|VARIABLE_ASSIGNMENT|[7]|SC|{"triggerId":"08e0H00002GRz7EQAT"}|0x25b008d8
14:00:00.0 (26955854)|STATEMENT_EXECUTE|[7]
14:00:00.0 (26957599)|STATEMENT_EXECUTE|[10]
14:00:00.0 (26972027)|HEAP_ALLOCATE|[10]|Bytes:8
14:00:00.0 (26992288)|HEAP_ALLOCATE|[10]|Bytes:2
14:00:00.0 (27007528)|METHOD_ENTRY|[1]|01pi0000007FLhx|acc_child_helper.acc_child_helper()
14:00:00.0 (27013523)|STATEMENT_EXECUTE|[1]
14:00:00.0 (27016741)|STATEMENT_EXECUTE|[1]
14:00:00.0 (27020479)|METHOD_EXIT|[1]|acc_child_helper
14:00:00.0 (27042261)|METHOD_ENTRY|[10]|01pi0000007FLhx|acc_child_helper.updateaccountsfromscheduler()
14:00:00.0 (27067491)|VARIABLE_SCOPE_BEGIN|[58]|this|acc_child_helper|true|false
14:00:00.0 (27139815)|VARIABLE_ASSIGNMENT|[58]|this|{"acc_childMap":"0x5f175525","acc_childMap1":"0x5f175525","acchildlist":"0x3b6b3aea","accids":"0x7d45ddfc","aclist":"0x29613f36","enddate":"2017-11-30T00:00:00.000Z","numberOfDays":30,"startdate":"2016-11-01T00:00:00.000Z","todaysdate":"2017-11-29T00:00:00.000Z"}|0x7e6af24f
14:00:00.0 (27152360)|STATEMENT_EXECUTE|[58]
14:00:00.0 (27154353)|STATEMENT_EXECUTE|[60]
14:00:00.0 (27158205)|HEAP_ALLOCATE|[60]|Bytes:53
14:00:00.0 (27176352)|HEAP_ALLOCATE|[60]|Bytes:4
14:00:00.0 (27202334)|HEAP_ALLOCATE|[50]|Bytes:5
14:00:00.0 (27219392)|HEAP_ALLOCATE|[56]|Bytes:5
14:00:00.0 (27228008)|HEAP_ALLOCATE|[64]|Bytes:7
14:00:00.0 (28426873)|SOQL_EXECUTE_BEGIN|[60]|Aggregations:0|SELECT name, id, Number_of_acc_childs__c FROM account
14:00:00.0 (31711050)|SOQL_EXECUTE_END|[60]|Rows:98
14:00:00.0 (31731817)|HEAP_ALLOCATE|[60]|Bytes:396
14:00:00.0 (31850554)|HEAP_ALLOCATE|[60]|Bytes:11367
14:00:00.0 (31886368)|HEAP_ALLOCATE|[60]|Bytes:396
14:00:00.0 (31911428)|VARIABLE_ASSIGNMENT|[60]|this.aclist|"List of size 98 too large to display"|0x7e6af24f
14:00:00.0 (31918322)|STATEMENT_EXECUTE|[61]
14:00:00.0 (31922713)|HEAP_ALLOCATE|[61]|Bytes:164
14:00:00.0 (31934959)|HEAP_ALLOCATE|[61]|Bytes:4
14:00:00.0 (31942482)|HEAP_ALLOCATE|[61]|Bytes:7
14:00:00.0 (31953080)|HEAP_ALLOCATE|[61]|Bytes:7
14:00:00.0 (31969907)|HEAP_ALLOCATE|[61]|Bytes:7
14:00:00.0 (33380575)|SOQL_EXECUTE_BEGIN|[61]|Aggregations:0|SELECT id, name, Account__c, End_date__c, Start_date__c FROM Acc_Child__c WHERE (Account__c IN :tmpVar1 AND (Start_date__c > :tmpVar2 AND Start_date__c < :tmpVar3))
14:00:00.0 (41293504)|SOQL_EXECUTE_END|[61]|Rows:0
14:00:00.0 (41320270)|HEAP_ALLOCATE|[61]|Bytes:4
14:00:00.0 (41331638)|HEAP_ALLOCATE|[61]|Bytes:0
14:00:00.0 (41365581)|HEAP_ALLOCATE|[61]|Bytes:4
14:00:00.0 (41403597)|VARIABLE_ASSIGNMENT|[61]|this.acchildlist|[]|0x7e6af24f
14:00:00.0 (41419030)|STATEMENT_EXECUTE|[64]
14:00:00.0 (41449801)|METHOD_ENTRY|[64]|01pi0000007FLhx|acc_child_helper.getacctoaccchildmap(List<Acc_Child__c>)
14:00:00.0 (41484104)|VARIABLE_SCOPE_BEGIN|[15]|this|acc_child_helper|true|false
14:00:00.0 (41554503)|VARIABLE_ASSIGNMENT|[15]|this|{"acc_childMap":"0x5f175525","acc_childMap1":"0x5f175525","acchildlist":"0x1d22d279","accids":"0x7d45ddfc","aclist":"0x4c3a7239","enddate":"2017-11-30T00:00:00.000Z","numberOfDays":30,"startdate":"2016-11-01T00:00:00.000Z","todaysdate":"2017-11-29T00:00:00.000Z"}|0x7e6af24f
14:00:00.0 (41564801)|VARIABLE_SCOPE_BEGIN|[15]|acchildlist1|List<Acc_Child__c>|true|false
14:00:00.0 (41574555)|VARIABLE_ASSIGNMENT|[15]|acchildlist1|[]|0x1d22d279
14:00:00.0 (41582797)|STATEMENT_EXECUTE|[15]
14:00:00.0 (41584608)|STATEMENT_EXECUTE|[16]
14:00:00.0 (41610351)|HEAP_ALLOCATE|[16]|Bytes:4
14:00:00.0 (41658309)|VARIABLE_ASSIGNMENT|[16]|this.acc_childMap1|{}|0x7e6af24f
14:00:00.0 (41841491)|HEAP_ALLOCATE|[17]|Bytes:5
14:00:00.0 (41883161)|VARIABLE_ASSIGNMENT|[17]|achild1|null|
14:00:00.0 (41888995)|STATEMENT_EXECUTE|[17]
14:00:00.0 (41890897)|STATEMENT_EXECUTE|[28]
14:00:00.0 (41897944)|METHOD_EXIT|[64]|01pi0000007FLhx|acc_child_helper.getacctoaccchildmap(List<Acc_Child__c>)
14:00:00.0 (41910734)|VARIABLE_ASSIGNMENT|[64]|this.acc_childMap|{}|0x7e6af24f
14:00:00.0 (41996659)|HEAP_ALLOCATE|[66]|Bytes:5
14:00:00.0 (42014554)|HEAP_ALLOCATE|[66]|Bytes:16
14:00:00.0 (42026000)|VARIABLE_SCOPE_BEGIN|[66]|a|Account|true|false
14:00:00.0 (42048689)|VARIABLE_ASSIGNMENT|[66]|a|{"Name":"LightningAccount","Id":"001i0000027oh3JAAQ","Number_of_acc_childs (3 more) ...":0}|0x118f92ca
14:00:00.0 (42055683)|STATEMENT_EXECUTE|[66]
14:00:00.0 (42119821)|STATEMENT_EXECUTE|[71]
14:00:00.0 (42122399)|STATEMENT_EXECUTE|[72]
14:00:00.0 (42156756)|HEAP_ALLOCATE|[72]|Bytes:28
14:00:00.0 (42163177)|HEAP_ALLOCATE|[72]|Bytes:28
14:00:00.0 (42216310)|VARIABLE_ASSIGNMENT|[72]|this.Number_of_acc_childs__c|0|0x118f92ca
14:00:00.0 (42232952)|HEAP_ALLOCATE|[66]|Bytes:5
14:00:00.0 (42244192)|HEAP_ALLOCATE|[66]|Bytes:16
14:00:00.0 (42250961)|VARIABLE_SCOPE_BEGIN|[66]|a|Account|true|false
14:00:00.0 (42266730)|VARIABLE_ASSIGNMENT|[66]|a|{"Name":"testing","Id":"001i0000027o3HQAAY","Number_of_acc_childs (3 more) ...":0}|0x29f10b61
14:00:00.0 (42272567)|STATEMENT_EXECUTE|[66]
14:00:00.0 (42286499)|STATEMENT_EXECUTE|[71]
14:00:00.0 (42288354)|STATEMENT_EXECUTE|[72]
14:00:00.0 (42294566)|HEAP_ALLOCATE|[72]|Bytes:28
14:00:00.0 (42298936)|HEAP_ALLOCATE|[72]|Bytes:28
14:00:00.0 (42320301)|VARIABLE_ASSIGNMENT|[72]|this.Number_of_acc_childs__c|0|0x29f10b61
14:00:00.0 (42336607)|HEAP_ALLOCATE|[66]|Bytes:5
14:00:00.0 (42346140)|HEAP_ALLOCATE|[66]|Bytes:16
14:00:00.0 (42351830)|VARIABLE_SCOPE_BEGIN|[66]|a|Account|true|false
14:00:00.0 (42364916)|VARIABLE_ASSIGNMENT|[66]|a|{"Name":"trial","Id":"001i0000021tbOvAAI","Number_of_acc_childs (3 more) ...":0}|0x6b505bfc
14:00:00.0 (42371094)|STATEMENT_EXECUTE|[66]
14:00:00.0 (42382474)|STATEMENT_EXECUTE|[71]
14:00:00.0 (42384037)|STATEMENT_EXECUTE|[72]
14:00:00.0 (42389236)|HEAP_ALLOCATE|[72]|Bytes:28
14:00:00.0 (42394271)|HEAP_ALLOCATE|[72]|Bytes:28
14:00:00.0 (42419999)|VARIABLE_ASSIGNMENT|[72]|this.Number_of_acc_childs__c|0|0x6b505bfc
14:00:00.0 (42437128)|HEAP_ALLOCATE|[66]|Bytes:5
14:00:00.0 (42447269)|HEAP_ALLOCATE|[66]|Bytes:16
14:00:00.0 (42452599)|VARIABLE_SCOPE_BEGIN|[66]|a|Account|true|false
14:00:00.0 (42466327)|VARIABLE_ASSIGNMENT|[66]|a|{"Name":"Origins","Id":"001i000001cdofwAAA","Number_of_acc_childs (3 more) ...":0}|0x49d5598c
14:00:00.0 (42472342)|STATEMENT_EXECUTE|[66]
14:00:00.0 (42483166)|STATEMENT_EXECUTE|[71]
14:00:00.0 (42484798)|STATEMENT_EXECUTE|[72]
14:00:00.0 (42489881)|HEAP_ALLOCATE|[72]|Bytes:28
14:00:00.0 (42494042)|HEAP_ALLOCATE|[72]|Bytes:28
14:00:00.0 (42512608)|VARIABLE_ASSIGNMENT|[72]|this.Number_of_acc_childs__c|0|0x49d5598c
14:00:00.0 (42523471)|HEAP_ALLOCATE|[66]|Bytes:5
14:00:00.0 (42532597)|HEAP_ALLOCATE|[66]|Bytes:16
14:00:00.0 (42538193)|VARIABLE_SCOPE_BEGIN|[66]|a|Account|true|false
14:00:00.0 (42555260)|VARIABLE_ASSIGNMENT|[66]|a|{"Name":"Garden State Credit  (10 more) ...","Id":"001i000001cdofxAAA","Number_of_acc_childs (3 more) ...":0}|0x24219bbe
14:00:00.0 (42561457)|STATEMENT_EXECUTE|[66]
14:00:00.0 (42571917)|STATEMENT_EXECUTE|[71]
14:00:00.0 (42573507)|STATEMENT_EXECUTE|[72]
14:00:00.0 (42578596)|HEAP_ALLOCATE|[72]|Bytes:28
14:00:00.0 (42582706)|HEAP_ALLOCATE|[72]|Bytes:28
14:00:00.0 (42599724)|VARIABLE_ASSIGNMENT|[72]|this.Number_of_acc_childs__c|0|0x24219bbe
14:00:00.0 (42611090)|HEAP_ALLOCATE|[66]|Bytes:5
14:00:00.0 (42620066)|HEAP_ALLOCATE|[66]|Bytes:16
14:00:00.0 (42627353)|VARIABLE_SCOPE_BEGIN|[66]|a|Account|true|false
14:00:00.0 (42640649)|VARIABLE_ASSIGNMENT|[66]|a|{"Name":"Chicago School of Bu (6 more) ...","Id":"001i000001cdofyAAA","Number_of_acc_childs (3 more) ...":0}|0x52a3658
14:00:00.0 (42646644)|STATEMENT_EXECUTE|[66]
14:00:00.0 (42656721)|STATEMENT_EXECUTE|[71]
14:00:00.0 (42658325)|STATEMENT_EXECUTE|[72]
14:00:00.0 (42663634)|HEAP_ALLOCATE|[72]|Bytes:28
14:00:00.0 (42667597)|HEAP_ALLOCATE|[72]|Bytes:28
14:00:00.0 (42684770)|VARIABLE_ASSIGNMENT|[72]|this.Number_of_acc_childs__c|0|0x52a3658
14:00:00.0 (42703318)|HEAP_ALLOCATE|[66]|Bytes:5
14:00:00.0 (42712484)|HEAP_ALLOCATE|[66]|Bytes:16
14:00:00.0 (42717760)|VARIABLE_SCOPE_BEGIN|[66]|a|Account|true|false
14:00:00.0 (42730315)|VARIABLE_ASSIGNMENT|[66]|a|{"Name":"5807 South Woodlawn  (7 more) ...","Id":"001i000001cdofzAAA","Number_of_acc_childs (3 more) ...":0}|0x6c4c12ba
14:00:00.0 (42736031)|STATEMENT_EXECUTE|[66]
14:00:00.0 (42746600)|STATEMENT_EXECUTE|[71]
14:00:00.0 (42748374)|STATEMENT_EXECUTE|[72]
14:00:00.0 (42753524)|HEAP_ALLOCATE|[72]|Bytes:28
14:00:00.0 (42757458)|HEAP_ALLOCATE|[72]|Bytes:28
14:00:00.0 (42774260)|VARIABLE_ASSIGNMENT|[72]|this.Number_of_acc_childs__c|0|0x6c4c12ba
14:00:00.0 (42784846)|HEAP_ALLOCATE|[66]|Bytes:5
14:00:00.0 (42793518)|HEAP_ALLOCATE|[66]|Bytes:16
14:00:00.0 (42799396)|VARIABLE_SCOPE_BEGIN|[66]|a|Account|true|false
14:00:00.0 (42813946)|VARIABLE_ASSIGNMENT|[66]|a|{"Name":"\"Beam","Id":"001i000001cdog0AAA","Number_of_acc_childs (3 more) ...":0}|0xf363f86
14:00:00.0 (42818858)|STATEMENT_EXECUTE|[66]
14:00:00.0 (42828810)|STATEMENT_EXECUTE|[71]
14:00:00.0 (42830359)|STATEMENT_EXECUTE|[72]
14:00:00.0 (42835276)|HEAP_ALLOCATE|[72]|Bytes:28
14:00:00.0 (42839199)|HEAP_ALLOCATE|[72]|Bytes:28
14:00:00.0 (42855350)|VARIABLE_ASSIGNMENT|[72]|this.Number_of_acc_childs__c|0|0xf363f86
14:00:00.0 (42866481)|HEAP_ALLOCATE|[66]|Bytes:5
14:00:00.0 (42874937)|HEAP_ALLOCATE|[66]|Bytes:16
14:00:00.0 (42879724)|VARIABLE_SCOPE_BEGIN|[66]|a|Account|true|false
14:00:00.0 (42892024)|VARIABLE_ASSIGNMENT|[66]|a|{"Name":"Joys Omnimedia","Id":"001i000001cdog1AAA","Number_of_acc_childs (3 more) ...":0}|0x27e2a9b5
14:00:00.0 (42896925)|STATEMENT_EXECUTE|[66]
14:00:00.0 (42906913)|STATEMENT_EXECUTE|[71]
14:00:00.0 (42908477)|STATEMENT_EXECUTE|[72]
14:00:00.0 (42913356)|HEAP_ALLOCATE|[72]|Bytes:28
14:00:00.0 (42917163)|HEAP_ALLOCATE|[72]|Bytes:28
14:00:00.0 (42933228)|VARIABLE_ASSIGNMENT|[72]|this.Number_of_acc_childs__c|0|0x27e2a9b5
14:00:00.0 (42944617)|HEAP_ALLOCATE|[66]|Bytes:5
14:00:00.0 (42953794)|HEAP_ALLOCATE|[66]|Bytes:16
14:00:00.0 (42958787)|VARIABLE_SCOPE_BEGIN|[66]|a|Account|true|false
14:00:00.0 (42971449)|VARIABLE_ASSIGNMENT|[66]|a|{"Name":"Artes Medical Inc.","Id":"001i000001cdog2AAA","Number_of_acc_childs (3 more) ...":0}|0x73aec3e7
14:00:00.0 (42977292)|STATEMENT_EXECUTE|[66]
14:00:00.0 (42987058)|STATEMENT_EXECUTE|[71]
14:00:00.0 (42988661)|STATEMENT_EXECUTE|[72]
14:00:00.0 (42993687)|HEAP_ALLOCATE|[72]|Bytes:28
14:00:00.0 (42997776)|HEAP_ALLOCATE|[72]|Bytes:28
14:00:00.0 (43013851)|VARIABLE_ASSIGNMENT|[72]|this.Number_of_acc_childs__c|0|0x73aec3e7
14:00:00.0 (43025328)|HEAP_ALLOCATE|[66]|Bytes:5
14:00:00.0 (43037408)|HEAP_ALLOCATE|[66]|Bytes:16
14:00:00.0 (43043093)|VARIABLE_SCOPE_BEGIN|[66]|a|Account|true|false
14:00:00.0 (43056422)|VARIABLE_ASSIGNMENT|[66]|a|{"Name":"The Genosis Team","Id":"001i000001cdog3AAA","Number_of_acc_childs (3 more) ...":0}|0x7f7bc6ea
14:00:00.0 (43062599)|STATEMENT_EXECUTE|[66]
14:00:00.0 (43073007)|STATEMENT_EXECUTE|[71]
14:00:00.0 (43074558)|STATEMENT_EXECUTE|[72]
14:00:00.0 (43079616)|HEAP_ALLOCATE|[72]|Bytes:28
14:00:00.0 (43083514)|HEAP_ALLOCATE|[72]|Bytes:28
14:00:00.0 (43100799)|VARIABLE_ASSIGNMENT|[72]|this.Number_of_acc_childs__c|0|0x7f7bc6ea
14:00:00.0 (43111867)|HEAP_ALLOCATE|[66]|Bytes:5
14:00:00.0 (43120189)|HEAP_ALLOCATE|[66]|Bytes:16
14:00:00.0 (43125324)|VARIABLE_SCOPE_BEGIN|[66]|a|Account|true|false
14:00:00.0 (43138454)|VARIABLE_ASSIGNMENT|[66]|a|{"Name":"Childish Records - B (12 more) ...","Id":"001i000001cdog4AAA","Number_of_acc_childs (3 more) ...":0}|0x410f1c8c
14:00:00.0 (43144265)|STATEMENT_EXECUTE|[66]
14:00:00.0 (43154177)|STATEMENT_EXECUTE|[71]
14:00:00.0 (43155893)|STATEMENT_EXECUTE|[72]
14:00:00.0 (43166555)|HEAP_ALLOCATE|[72]|Bytes:28
14:00:00.0 (43174604)|HEAP_ALLOCATE|[72]|Bytes:28
14:00:00.0 (43210773)|VARIABLE_ASSIGNMENT|[72]|this.Number_of_acc_childs__c|0|0x410f1c8c
14:00:00.0 (43230388)|HEAP_ALLOCATE|[66]|Bytes:5
14:00:00.0 (43243139)|HEAP_ALLOCATE|[66]|Bytes:16
14:00:00.0 (43249655)|VARIABLE_SCOPE_BEGIN|[66]|a|Account|true|false
14:00:00.0 (43288088)|VARIABLE_ASSIGNMENT|[66]|a|{"Name":"Fluid Concept","Id":"001i000001cdog5AAA","Number_of_acc_childs (3 more) ...":0}|0x7392ba19
14:00:00.0 (43298259)|STATEMENT_EXECUTE|[66]
14:00:00.0 (43317226)|STATEMENT_EXECUTE|[71]
14:00:00.0 (43319884)|STATEMENT_EXECUTE|[72]
14:00:00.0 (43327065)|HEAP_ALLOCATE|[72]|Bytes:28
14:00:00.0 (43331695)|HEAP_ALLOCATE|[72]|Bytes:28
14:00:00.0 (43354047)|VARIABLE_ASSIGNMENT|[72]|this.Number_of_acc_childs__c|0|0x7392ba19
14:00:00.0 (43366979)|HEAP_ALLOCATE|[66]|Bytes:5
14:00:00.0 (43376889)|HEAP_ALLOCATE|[66]|Bytes:16
14:00:00.0 (43382855)|VARIABLE_SCOPE_BEGIN|[66]|a|Account|true|false
14:00:00.0 (43396955)|VARIABLE_ASSIGNMENT|[66]|a|{"Name":"Pala Casino Spa & Re (4 more) ...","Id":"001i000001cdog6AAA","Number_of_acc_childs (3 more) ...":0}|0x76a6fe77
14:00:00.0 (43402761)|STATEMENT_EXECUTE|[66]
14:00:00.0 (43414090)|STATEMENT_EXECUTE|[71]
14:00:00.0 (43415995)|STATEMENT_EXECUTE|[72]
14:00:00.0 (43422800)|HEAP_ALLOCATE|[72]|Bytes:28
14:00:00.0 (43432177)|HEAP_ALLOCATE|[72]|Bytes:28
14:00:00.0 (43459199)|VARIABLE_ASSIGNMENT|[72]|this.Number_of_acc_childs__c|0|0x76a6fe77
14:00:00.0 (43477353)|HEAP_ALLOCATE|[66]|Bytes:5
14:00:00.0 (43492165)|HEAP_ALLOCATE|[66]|Bytes:16
