34.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
13:02:00.0 (372883)|USER_INFO|[EXTERNAL]|005i0000002qYvT|anton@igate.com|India Standard Time|GMT+05:30
13:02:00.0 (410381)|EXECUTION_STARTED
13:02:00.0 (414706)|CODE_UNIT_STARTED|[EXTERNAL]|01pi0000007Fbf4|test every second
13:02:00.0 (3552732)|HEAP_ALLOCATE|[72]|Bytes:3
13:02:00.0 (3597808)|HEAP_ALLOCATE|[77]|Bytes:152
13:02:00.0 (3612648)|HEAP_ALLOCATE|[342]|Bytes:408
13:02:00.0 (3623624)|HEAP_ALLOCATE|[355]|Bytes:408
13:02:00.0 (3633758)|HEAP_ALLOCATE|[467]|Bytes:48
13:02:00.0 (3682079)|HEAP_ALLOCATE|[139]|Bytes:6
13:02:00.0 (23524572)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:3
13:02:00.0 (23578303)|SYSTEM_METHOD_ENTRY|[1]|SchedulableContextImpl.SchedulableContextImpl()
13:02:00.0 (23584999)|STATEMENT_EXECUTE|[1]
13:02:00.0 (23608463)|SYSTEM_METHOD_EXIT|[1]|SchedulableContextImpl
13:02:00.0 (23616506)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
13:02:00.0 (23621234)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
13:02:00.0 (23627450)|VARIABLE_SCOPE_BEGIN|[4]|this|System.SchedulableContextImpl|true|false
13:02:00.0 (23777100)|VARIABLE_ASSIGNMENT|[4]|this|{}|0x3d62a5f9
13:02:00.0 (23783691)|VARIABLE_SCOPE_BEGIN|[4]|triggerId|Id|false|false
13:02:00.0 (23865171)|VARIABLE_ASSIGNMENT|[4]|triggerId|"08e0H00002GRz58QAD"
13:02:00.0 (23990200)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:1
13:02:00.0 (24002038)|METHOD_ENTRY|[1]|01pi0000007Fbf4|accchildupdate_scheduler.accchildupdate_scheduler()
13:02:00.0 (24008109)|STATEMENT_EXECUTE|[1]
13:02:00.0 (24011997)|STATEMENT_EXECUTE|[1]
13:02:00.0 (24020821)|METHOD_EXIT|[1]|accchildupdate_scheduler
13:02:00.0 (24029388)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
13:02:00.0 (24033211)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
13:02:00.0 (24037981)|VARIABLE_SCOPE_BEGIN|[7]|this|accchildupdate_scheduler|true|false
13:02:00.0 (24062594)|VARIABLE_ASSIGNMENT|[7]|this|{"ac":"0x547426b1","acchildlist":"0x7c111cab"}|0xce944f3
13:02:00.0 (24069039)|VARIABLE_SCOPE_BEGIN|[7]|SC|System.SchedulableContext|true|false
13:02:00.0 (24112106)|VARIABLE_ASSIGNMENT|[7]|SC|{"triggerId":"08e0H00002GRz58QAD"}|0x3d62a5f9
13:02:00.0 (24121497)|STATEMENT_EXECUTE|[7]
13:02:00.0 (24123500)|STATEMENT_EXECUTE|[10]
13:02:00.0 (24137500)|HEAP_ALLOCATE|[10]|Bytes:8
13:02:00.0 (24145690)|HEAP_ALLOCATE|[10]|Bytes:2
13:02:00.0 (24156672)|METHOD_ENTRY|[1]|01pi0000007FLhx|acc_child_helper.acc_child_helper()
13:02:00.0 (24161989)|STATEMENT_EXECUTE|[1]
13:02:00.0 (24165676)|STATEMENT_EXECUTE|[1]
13:02:00.0 (24169166)|METHOD_EXIT|[1]|acc_child_helper
13:02:00.0 (24204724)|METHOD_ENTRY|[10]|01pi0000007FLhx|acc_child_helper.updateaccountsfromscheduler()
13:02:00.0 (24234075)|VARIABLE_SCOPE_BEGIN|[58]|this|acc_child_helper|true|false
13:02:00.0 (24301487)|VARIABLE_ASSIGNMENT|[58]|this|{"acc_childMap":"0x5f26dfb7","acc_childMap1":"0x5f26dfb7","acchildlist":"0x130f76ef","accids":"0xda09e22","aclist":"0x6214f29d","enddate":"2017-11-30T00:00:00.000Z","numberOfDays":30,"startdate":"2016-11-01T00:00:00.000Z","todaysdate":"2017-11-29T00:00:00.000Z"}|0x547426b1
13:02:00.0 (24313363)|STATEMENT_EXECUTE|[58]
13:02:00.0 (24315293)|STATEMENT_EXECUTE|[60]
13:02:00.0 (24318440)|HEAP_ALLOCATE|[60]|Bytes:53
13:02:00.0 (24334346)|HEAP_ALLOCATE|[60]|Bytes:4
13:02:00.0 (24364054)|HEAP_ALLOCATE|[50]|Bytes:5
13:02:00.0 (24379785)|HEAP_ALLOCATE|[56]|Bytes:5
13:02:00.0 (24387807)|HEAP_ALLOCATE|[64]|Bytes:7
13:02:00.0 (25424981)|SOQL_EXECUTE_BEGIN|[60]|Aggregations:0|SELECT name, id, Number_of_acc_childs__c FROM account
13:02:00.0 (28422623)|SOQL_EXECUTE_END|[60]|Rows:98
13:02:00.0 (28442109)|HEAP_ALLOCATE|[60]|Bytes:396
13:02:00.0 (28551904)|HEAP_ALLOCATE|[60]|Bytes:11367
13:02:00.0 (28587207)|HEAP_ALLOCATE|[60]|Bytes:396
13:02:00.0 (28610876)|VARIABLE_ASSIGNMENT|[60]|this.aclist|"List of size 98 too large to display"|0x547426b1
13:02:00.0 (28616953)|STATEMENT_EXECUTE|[61]
13:02:00.0 (28620828)|HEAP_ALLOCATE|[61]|Bytes:164
13:02:00.0 (28632887)|HEAP_ALLOCATE|[61]|Bytes:4
13:02:00.0 (28640027)|HEAP_ALLOCATE|[61]|Bytes:7
13:02:00.0 (28666875)|HEAP_ALLOCATE|[61]|Bytes:7
13:02:00.0 (28685625)|HEAP_ALLOCATE|[61]|Bytes:7
13:02:00.0 (30062107)|SOQL_EXECUTE_BEGIN|[61]|Aggregations:0|SELECT id, name, Account__c, End_date__c, Start_date__c FROM Acc_Child__c WHERE (Account__c IN :tmpVar1 AND (Start_date__c > :tmpVar2 AND Start_date__c < :tmpVar3))
13:02:00.0 (34145299)|SOQL_EXECUTE_END|[61]|Rows:0
13:02:00.0 (34167798)|HEAP_ALLOCATE|[61]|Bytes:4
13:02:00.0 (34181034)|HEAP_ALLOCATE|[61]|Bytes:0
13:02:00.0 (34211204)|HEAP_ALLOCATE|[61]|Bytes:4
