42.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
14:56:32.0 (302637)|USER_INFO|[EXTERNAL]|005i0000002qYvT|anton@igate.com|India Standard Time|GMT+05:30
14:56:32.0 (332014)|EXECUTION_STARTED
14:56:32.0 (336183)|CODE_UNIT_STARTED|[EXTERNAL]|0660H000004OdRk|VF: /apex/docapp
14:56:32.0 (1645644)|VF_DESERIALIZE_VIEWSTATE_BEGIN|0660H000004OdRk
14:56:32.0 (14111131)|HEAP_ALLOCATE|[72]|Bytes:3
14:56:32.0 (14178560)|HEAP_ALLOCATE|[77]|Bytes:152
14:56:32.0 (14191806)|HEAP_ALLOCATE|[342]|Bytes:408
14:56:32.0 (14203283)|HEAP_ALLOCATE|[355]|Bytes:408
14:56:32.0 (14214347)|HEAP_ALLOCATE|[467]|Bytes:48
14:56:32.0 (14242476)|HEAP_ALLOCATE|[139]|Bytes:6
14:56:32.0 (16787630)|VF_DESERIALIZE_VIEWSTATE_END
14:56:32.17 (17421732)|SYSTEM_MODE_ENTER|true
14:56:32.17 (17596155)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:38
14:56:32.17 (17623511)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:7
14:56:32.17 (17649129)|SYSTEM_METHOD_ENTRY|[1]|PageMessagesComponentController.PageMessagesComponentController()
14:56:32.17 (17655338)|STATEMENT_EXECUTE|[1]
14:56:32.18 (18513547)|SYSTEM_MODE_ENTER|true
14:56:32.18 (18564873)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
14:56:32.18 (18573714)|VARIABLE_SCOPE_BEGIN|[88]|this|ApexPage.PageMessagesComponentController|true|false
14:56:32.18 (18683189)|VARIABLE_ASSIGNMENT|[88]|this|{}|0x65ab1870
14:56:32.18 (18690499)|VARIABLE_SCOPE_BEGIN|[88]|escape|Boolean|false|false
14:56:32.18 (18700592)|VARIABLE_ASSIGNMENT|[88]|escape|null
14:56:32.0 (18883151)|SYSTEM_MODE_ENTER|true
14:56:32.0 (18905680)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:14
14:56:32.0 (18913141)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:248
14:56:32.0 (18917295)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:53
14:56:32.0 (18921006)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:14
14:56:32.0 (18929255)|METHOD_ENTRY|[1]|01p0H000007gCe8|docappcontroller.docappcontroller()
14:56:32.0 (18934678)|STATEMENT_EXECUTE|[1]
14:56:32.0 (18938202)|STATEMENT_EXECUTE|[1]
14:56:32.0 (18939697)|STATEMENT_EXECUTE|[197]
14:56:32.0 (18944543)|METHOD_EXIT|[1]|docappcontroller
14:56:32.0 (22070163)|SYSTEM_MODE_ENTER|true
14:56:32.0 (24223202)|SYSTEM_MODE_ENTER|true
14:56:32.0 (25295589)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:48
14:56:32.0 (25307537)|VARIABLE_SCOPE_BEGIN|[142]|this|docappcontroller|true|false
14:56:32.0 (25368240)|VARIABLE_ASSIGNMENT|[142]|this|{"aptdum":"0x5f237c44","Docdum":"0x113b79ab","Initialselected":0,"timewraplistInitial":"0xe4d3f0c"}|0x6bb5fb91
14:56:32.0 (25380093)|STATEMENT_EXECUTE|[142]
14:56:32.0 (25382158)|STATEMENT_EXECUTE|[143]
14:56:32.0 (25386309)|HEAP_ALLOCATE|[143]|Bytes:9
14:56:32.0 (25450585)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"aptdum":"0x5f237c44","Docdum":"0x113b79ab","Initialselected":0,"timewraplistInitial":"0xe4d3f0c"}|0x6bb5fb91
14:56:32.0 (25517933)|HEAP_ALLOCATE|[143]|Bytes:41
14:56:32.0 (25539426)|HEAP_ALLOCATE|[143]|Bytes:50
14:56:32.0 (25558810)|USER_DEBUG|[143]|DEBUG|hello--->Doctor__c:{Speciality__c=General Surgery}
14:56:32.0 (25598583)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"aptdum":"0x5f237c44","Docdum":"0x113b79ab","Initialselected":0,"timewraplistInitial":"0xe4d3f0c"}|0x6bb5fb91
14:56:32.0 (25634313)|STATEMENT_EXECUTE|[144]
